2019-09-19 16:40:59,923 ib_insync.client INFO Connecting to 127.0.0.1:3000 with clientId 0...
2019-09-19 16:40:59,925 ib_insync.client INFO Connected
2019-09-19 16:40:59,933 ib_insync.client INFO Logged on to server version 151
2019-09-19 16:41:00,462 ib_insync.client ERROR Peer closed connection
2019-09-19 16:41:00,463 ib_insync.client ERROR clientId 0 already in use?
2019-09-19 16:41:01,916 ib_insync.client ERROR API connection failed: CancelledError()
2019-09-19 16:41:01,918 ib_insync.client INFO Connecting to 127.0.0.1:3000 with clientId 1...
2019-09-19 16:41:01,919 ib_insync.client INFO Connected
2019-09-19 16:41:01,936 ib_insync.client INFO Logged on to server version 151
2019-09-19 16:41:01,937 ib_insync.client INFO API connection ready
2019-09-19 16:41:01,937 ib_insync.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:hfarm
2019-09-19 16:41:01,937 ib_insync.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:hkhmds
2019-09-19 16:41:01,938 ib_insync.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:fundfarm
2019-09-19 16:41:01,938 ib_insync.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2019-09-19 16:41:01,938 ib_insync.wrapper INFO Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefil
2019-09-19 16:41:01,944 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373120320, symbol='ACC', lastTradeDateOrContractMonth='20190926', strike=1460.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ACC19SEP1460PE', tradingClass='ACC'), position=-400.0, marketPrice=15.3999996, marketValue=-6160.0, averageCost=18.0798535, unrealizedPNL=1071.94, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,757 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373170249, symbol='PFC', lastTradeDateOrContractMonth='20190926', strike=95.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='PFC19SEP95PE', tradingClass='PFC'), position=-6200.0, marketPrice=1.0912411, marketValue=-6765.69, averageCost=0.4462747, unrealizedPNL=-3998.79, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,758 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373170728, symbol='PIDILITIN', lastTradeDateOrContractMonth='20190926', strike=1280.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='PIDILITIND19SEP1280PE', tradingClass='PIDILITIND'), position=-500.0, marketPrice=11.0799408, marketValue=-5539.97, averageCost=7.851231, unrealizedPNL=-1614.35, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,758 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373170739, symbol='PIDILITIN', lastTradeDateOrContractMonth='20190926', strike=1300.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='PIDILITIND19SEP1300PE', tradingClass='PIDILITIND'), position=-500.0, marketPrice=18.35513495, marketValue=-9177.57, averageCost=9.049899, unrealizedPNL=-4652.62, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,758 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373170796, symbol='PIDILITIN', lastTradeDateOrContractMonth='20190926', strike=1460.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='PIDILITIND19SEP1460CE', tradingClass='PIDILITIND'), position=-500.0, marketPrice=0.2686124, marketValue=-134.31, averageCost=0.2097226, unrealizedPNL=-29.44, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373170928, symbol='RAMCOCEM', lastTradeDateOrContractMonth='20190926', strike=670.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='RAMCOCEM19SEP670PE', tradingClass='RAMCOCEM'), position=-800.0, marketPrice=1.0, marketValue=-800.0, averageCost=6.1181735, unrealizedPNL=4094.54, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373171359, symbol='SRTRANSFI', lastTradeDateOrContractMonth='20190926', strike=1100.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SRTRANSFIN19SEP1100CE', tradingClass='SRTRANSFIN'), position=-600.0, marketPrice=2.6629386, marketValue=-1597.76, averageCost=7.75800865, unrealizedPNL=3057.04, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373171538, symbol='TATASTEEL', lastTradeDateOrContractMonth='20190926', strike=320.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='TATASTEEL19SEP320PE', tradingClass='TATASTEEL'), position=-1061.0, marketPrice=1.81422245, marketValue=-1924.89, averageCost=1.47948485, unrealizedPNL=-355.16, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,759 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373173329, symbol='SUNPHARMA', lastTradeDateOrContractMonth='20190926', strike=410.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SUNPHARMA19SEP410PE', tradingClass='SUNPHARMA'), position=-1100.0, marketPrice=7.32677365, marketValue=-8059.45, averageCost=4.22710075, unrealizedPNL=-3409.64, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373173739, symbol='BSOFT', lastTradeDateOrContractMonth='20190926', strike=57.5, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BSOFT19SEP57.5PE', tradingClass='BSOFT'), position=-5100.0, marketPrice=0.26347215, marketValue=-1343.71, averageCost=0.24580095, unrealizedPNL=-90.12, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373174426, symbol='BAJAJ-AUT', lastTradeDateOrContractMonth='20190926', strike=2600.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BAJAJ-AUTO19SEP2600PE', tradingClass='BAJAJ-AUTO'), position=-250.0, marketPrice=9.2503767, marketValue=-2312.59, averageCost=10.6081232, unrealizedPNL=339.44, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,760 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373174435, symbol='BAJAJ-AUT', lastTradeDateOrContractMonth='20190926', strike=2650.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BAJAJ-AUTO19SEP2650PE', tradingClass='BAJAJ-AUTO'), position=-250.0, marketPrice=17.68644525, marketValue=-4421.61, averageCost=11.90668, unrealizedPNL=-1444.94, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373174755, symbol='IDFCFIRST', lastTradeDateOrContractMonth='20190926', strike=40.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='IDFCFIRSTB19SEP40PE', tradingClass='IDFCFIRSTB'), position=-12000.0, marketPrice=0.66622315, marketValue=-7994.68, averageCost=0.44783385, unrealizedPNL=-2620.67, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373175369, symbol='JUSTDIAL', lastTradeDateOrContractMonth='20190926', strike=660.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='JUSTDIAL19SEP660PE', tradingClass='JUSTDIAL'), position=-1400.0, marketPrice=4.57542945, marketValue=-6405.6, averageCost=3.0822733, unrealizedPNL=-2090.42, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373175378, symbol='JUSTDIAL', lastTradeDateOrContractMonth='20190926', strike=680.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='JUSTDIAL19SEP680PE', tradingClass='JUSTDIAL'), position=-1400.0, marketPrice=8.85776045, marketValue=-12400.86, averageCost=6.9279998, unrealizedPNL=-2701.66, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,761 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373178424, symbol='APOLLOTYR', lastTradeDateOrContractMonth='20190926', strike=165.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='APOLLOTYRE19SEP165PE', tradingClass='APOLLOTYRE'), position=-3000.0, marketPrice=0.81354605, marketValue=-2440.64, averageCost=1.24194585, unrealizedPNL=1285.2, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373178432, symbol='APOLLOTYR', lastTradeDateOrContractMonth='20190926', strike=167.5, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='APOLLOTYRE19SEP167.5PE', tradingClass='APOLLOTYRE'), position=-3000.0, marketPrice=1.07559075, marketValue=-3226.77, averageCost=0.79244535, unrealizedPNL=-849.44, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373178442, symbol='APOLLOTYR', lastTradeDateOrContractMonth='20190926', strike=170.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='APOLLOTYRE19SEP170PE', tradingClass='APOLLOTYRE'), position=-3000.0, marketPrice=1.49084295, marketValue=-4472.53, averageCost=1.54161285, unrealizedPNL=152.31, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373178849, symbol='BRITANNIA', lastTradeDateOrContractMonth='20190926', strike=2600.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BRITANNIA19SEP2600PE', tradingClass='BRITANNIA'), position=-200.0, marketPrice=36.96030425, marketValue=-7392.06, averageCost=20.077578, unrealizedPNL=-3376.55, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,762 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373178886, symbol='BRITANNIA', lastTradeDateOrContractMonth='20190926', strike=2850.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BRITANNIA19SEP2850CE', tradingClass='BRITANNIA'), position=-200.0, marketPrice=3.7401252, marketValue=-748.03, averageCost=3.89556, unrealizedPNL=31.09, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373179482, symbol='INFRATEL', lastTradeDateOrContractMonth='20190926', strike=240.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='INFRATEL19SEP240PE', tradingClass='INFRATEL'), position=-2000.0, marketPrice=1.1721673, marketValue=-2344.33, averageCost=1.688113, unrealizedPNL=1031.89, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373179517, symbol='INFRATEL', lastTradeDateOrContractMonth='20190926', strike=265.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='INFRATEL19SEP265CE', tradingClass='INFRATEL'), position=-2000.0, marketPrice=0.5, marketValue=-1000.0, averageCost=0.289667, unrealizedPNL=-420.67, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373179872, symbol='DHFL', lastTradeDateOrContractMonth='20190926', strike=35.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='DHFL19SEP35PE', tradingClass='DHFL'), position=-4000.0, marketPrice=0.5512044, marketValue=-2204.82, averageCost=0.2462225, unrealizedPNL=-1219.93, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,763 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373179882, symbol='DHFL', lastTradeDateOrContractMonth='20190926', strike=40.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='DHFL19SEP40PE', tradingClass='DHFL'), position=-4000.0, marketPrice=1.3217416, marketValue=-5286.97, averageCost=1.494335, unrealizedPNL=690.37, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,764 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373179911, symbol='DHFL', lastTradeDateOrContractMonth='20190926', strike=60.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='DHFL19SEP60CE', tradingClass='DHFL'), position=-8000.0, marketPrice=0.81243775, marketValue=-6499.5, averageCost=1.693113, unrealizedPNL=7045.4, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,764 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373180386, symbol='EXIDEIND', lastTradeDateOrContractMonth='20190926', strike=165.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='EXIDEIND19SEP165PE', tradingClass='EXIDEIND'), position=-2400.0, marketPrice=1.4573207, marketValue=-3497.57, averageCost=0.74083415, unrealizedPNL=-1719.57, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,764 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373297471, symbol='RELINFRA', lastTradeDateOrContractMonth='20190926', strike=30.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='RELINFRA19SEP30PE', tradingClass='RELINFRA'), position=-4000.0, marketPrice=0.5392357, marketValue=-2156.94, averageCost=0.2467225, unrealizedPNL=-1170.05, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373297479, symbol='RELINFRA', lastTradeDateOrContractMonth='20190926', strike=32.5, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='RELINFRA19SEP32.5PE', tradingClass='RELINFRA'), position=-8000.0, marketPrice=0.9049409, marketValue=-7239.53, averageCost=0.396306, unrealizedPNL=-4069.08, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373514996, symbol='MINDTREE', lastTradeDateOrContractMonth='20190926', strike=720.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MINDTREE19SEP720CE', tradingClass='MINDTREE'), position=-600.0, marketPrice=6.42189455, marketValue=-3853.14, averageCost=4.61150515, unrealizedPNL=-1086.23, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373637982, symbol='UPL', lastTradeDateOrContractMonth='20190926', strike=530.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='UPL19SEP530PE', tradingClass='UPL'), position=-900.0, marketPrice=4.4892211, marketValue=-4040.3, averageCost=4.8723388, unrealizedPNL=344.81, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,765 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374305041, symbol='MINDTREE', lastTradeDateOrContractMonth='20190926', strike=650.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MINDTREE19SEP650PE', tradingClass='MINDTREE'), position=-600.0, marketPrice=2.1922581, marketValue=-1315.35, averageCost=0.21638915, unrealizedPNL=-1185.52, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,766 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374380285, symbol='NCC', lastTradeDateOrContractMonth='20190926', strike=50.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='NCC19SEP50PE', tradingClass='NCC'), position=-8000.0, marketPrice=0.88332025, marketValue=-7066.56, averageCost=0.4470005, unrealizedPNL=-3490.56, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,766 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374551735, symbol='BHEL', lastTradeDateOrContractMonth='20190926', strike=46.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BHEL19SEP46PE', tradingClass='BHEL'), position=-7500.0, marketPrice=0.58587275, marketValue=-4394.05, averageCost=0.34694485, unrealizedPNL=-1791.96, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,766 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374552428, symbol='NCC', lastTradeDateOrContractMonth='20190926', strike=47.5, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='NCC19SEP47.5PE', tradingClass='NCC'), position=-8000.0, marketPrice=0.3726444, marketValue=-2981.16, averageCost=0.397056, unrealizedPNL=195.29, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,767 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374780119, symbol='TATAELXSI', lastTradeDateOrContractMonth='20190926', strike=590.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='TATAELXSI19SEP590PE', tradingClass='TATAELXSI'), position=-600.0, marketPrice=3.5831487, marketValue=-2149.89, averageCost=2.51383615, unrealizedPNL=-641.59, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,767 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374780125, symbol='TATAELXSI', lastTradeDateOrContractMonth='20190926', strike=600.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='TATAELXSI19SEP600PE', tradingClass='TATAELXSI'), position=-600.0, marketPrice=5.1065774, marketValue=-3063.95, averageCost=2.76355865, unrealizedPNL=-1405.81, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,767 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376086499, symbol='MUTHOOTFI', lastTradeDateOrContractMonth='20191031', strike=690.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MUTHOOTFIN19OCT690CE', tradingClass='MUTHOOTFIN'), position=-1500.0, marketPrice=4.3000002, marketValue=-6450.0, averageCost=2.78355865, unrealizedPNL=-2274.66, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,767 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376086505, symbol='MUTHOOTFI', lastTradeDateOrContractMonth='20191031', strike=700.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MUTHOOTFIN19OCT700CE', tradingClass='MUTHOOTFIN'), position=-1500.0, marketPrice=3.4000001, marketValue=-5100.0, averageCost=1.98444665, unrealizedPNL=-2123.33, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,768 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376089011, symbol='VOLTAS', lastTradeDateOrContractMonth='20191031', strike=750.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='VOLTAS19OCT750CE', tradingClass='VOLTAS'), position=-1000.0, marketPrice=1.45000005, marketValue=-1450.0, averageCost=0.2297225, unrealizedPNL=-1220.28, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,768 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376093466, symbol='SUNTV', lastTradeDateOrContractMonth='20191031', strike=550.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SUNTV19OCT550CE', tradingClass='SUNTV'), position=-1000.0, marketPrice=0.55, marketValue=-550.0, averageCost=1.3285015, unrealizedPNL=778.5, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,768 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376095649, symbol='HEXAWARE', lastTradeDateOrContractMonth='20191031', strike=445.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='HEXAWARE19OCT445CE', tradingClass='HEXAWARE'), position=-1500.0, marketPrice=0.85, marketValue=-1275.0, averageCost=0.2363892, unrealizedPNL=-920.42, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,768 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376095659, symbol='HEXAWARE', lastTradeDateOrContractMonth='20191031', strike=450.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='HEXAWARE19OCT450CE', tradingClass='HEXAWARE'), position=-1500.0, marketPrice=0.65, marketValue=-975.0, averageCost=0.2363892, unrealizedPNL=-620.42, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,768 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376097738, symbol='MFSL', lastTradeDateOrContractMonth='20191031', strike=490.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MFSL19OCT490CE', tradingClass='MFSL'), position=-1200.0, marketPrice=1.45000005, marketValue=-1740.0, averageCost=0.23305585, unrealizedPNL=-1460.33, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,768 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376103591, symbol='MANAPPURA', lastTradeDateOrContractMonth='20191031', strike=95.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MANAPPURAM19OCT95PE', tradingClass='MANAPPURAM'), position=-6000.0, marketPrice=0.2, marketValue=-1200.0, averageCost=0.24638915, unrealizedPNL=278.33, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,769 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376103597, symbol='MANAPPURA', lastTradeDateOrContractMonth='20191031', strike=100.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MANAPPURAM19OCT100PE', tradingClass='MANAPPURAM'), position=-6000.0, marketPrice=0.4902212, marketValue=-2941.33, averageCost=0.24638915, unrealizedPNL=-1462.99, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,769 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376104650, symbol='CHOLAFIN', lastTradeDateOrContractMonth='20191031', strike=330.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='CHOLAFIN19OCT330CE', tradingClass='CHOLAFIN'), position=-2500.0, marketPrice=0.75, marketValue=-1875.0, averageCost=0.2417225, unrealizedPNL=-1270.69, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,769 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376109609, symbol='PEL', lastTradeDateOrContractMonth='20191031', strike=2500.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='PEL19OCT2500CE', tradingClass='PEL'), position=-302.0, marketPrice=6.6999998, marketValue=-2023.4, averageCost=2.0314437, unrealizedPNL=-1409.9, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,770 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376109618, symbol='PEL', lastTradeDateOrContractMonth='20191031', strike=2550.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='PEL19OCT2550CE', tradingClass='PEL'), position=-302.0, marketPrice=5.1500001, marketValue=-1555.3, averageCost=0.18349735, unrealizedPNL=-1499.88, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,770 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376112243, symbol='MCDOWELL-', lastTradeDateOrContractMonth='20191031', strike=690.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MCDOWELL-N19OCT690CE', tradingClass='MCDOWELL-N'), position=-1250.0, marketPrice=4.0, marketValue=-5000.0, averageCost=0.68322305, unrealizedPNL=-4145.97, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,770 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376112249, symbol='MCDOWELL-', lastTradeDateOrContractMonth='20191031', strike=700.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MCDOWELL-N19OCT700CE', tradingClass='MCDOWELL-N'), position=-1250.0, marketPrice=2.4000001, marketValue=-3000.0, averageCost=0.2337225, unrealizedPNL=-2707.85, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,770 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376112367, symbol='MOTHERSUM', lastTradeDateOrContractMonth='20191031', strike=75.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MOTHERSUMI19OCT75PE', tradingClass='MOTHERSUMI'), position=-3300.0, marketPrice=0.25, marketValue=-825.0, averageCost=0.2936064, unrealizedPNL=143.9, realizedPNL=-0.0, account='U9329809')
2019-09-19 16:47:54,771 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376112372, symbol='MOTHERSUM', lastTradeDateOrContractMonth='20191031', strike=77.5, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MOTHERSUMI19OCT77.5PE', tradingClass='MOTHERSUMI'), position=-3300.0, marketPrice=0.4, marketValue=-1320.0, averageCost=0.4434399, unrealizedPNL=143.35, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,771 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376112859, symbol='INFRATEL', lastTradeDateOrContractMonth='20191031', strike=290.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='INFRATEL19OCT290CE', tradingClass='INFRATEL'), position=-2000.0, marketPrice=0.89000655, marketValue=-1780.01, averageCost=0.2397225, unrealizedPNL=-1300.57, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,771 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376114899, symbol='BRITANNIA', lastTradeDateOrContractMonth='20191031', strike=3300.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BRITANNIA19OCT3300CE', tradingClass='BRITANNIA'), position=-200.0, marketPrice=3.04999995, marketValue=-610.0, averageCost=0.1497225, unrealizedPNL=-580.06, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,772 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376115801, symbol='BHARTIART', lastTradeDateOrContractMonth='20191031', strike=410.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BHARTIARTL19OCT410CE', tradingClass='BHARTIARTL'), position=-1851.0, marketPrice=1.04999995, marketValue=-1943.55, averageCost=0.83825155, unrealizedPNL=-391.95, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,772 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376116292, symbol='ADANIPOWE', lastTradeDateOrContractMonth='20191031', strike=54.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ADANIPOWER19OCT54PE', tradingClass='ADANIPOWER'), position=-20000.0, marketPrice=0.8810835, marketValue=-17621.67, averageCost=0.798112, unrealizedPNL=-1659.43, realizedPNL=0.0, account='U9329809')
2019-09-19 16:47:54,772 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=376116302, symbol='ADANIPOWE', lastTradeDateOrContractMonth='20191031', strike=55.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ADANIPOWER19OCT55PE', tradingClass='ADANIPOWER'), position=-20000.0, marketPrice=1.25385535, marketValue=-25077.11, averageCost=0.9479455, unrealizedPNL=-6118.2, realizedPNL=0.0, account='U9329809')
