2019-08-28 09:55:34,751 ib_insync.client WARNING Started to throttle requests
2019-08-28 09:55:36,772 ib_insync.client WARNING Stopped to throttle requests
2019-08-28 09:57:52,220 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.jfarm
2019-08-28 09:57:52,220 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.jfarm
2019-08-28 09:57:52,226 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.cashfarm
2019-08-28 09:57:52,226 ib_insync.wrapper INFO Warning 2108, reqId -1: Market data farm connection is inactive but should be available upon demand.cashfarm
2019-08-28 09:58:33,739 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Stock(conId=37018770, symbol='T', right='0', primaryExchange='NYSE', currency='USD', localSymbol='T', tradingClass='T'), position=-100.0, marketPrice=34.7060013, marketValue=-3470.6, averageCost=33.499188, unrealizedPNL=-120.68, realizedPNL=0.0, account='U8898867')
2019-08-28 09:58:33,751 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=350436637, symbol='COF', lastTradeDateOrContractMonth='20190920', strike=70.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='COF   190920P00070000', tradingClass='COF'), position=-1.0, marketPrice=0.19154865, marketValue=-19.15, averageCost=27.3245, unrealizedPNL=8.17, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,541 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353810507, symbol='AAPL', lastTradeDateOrContractMonth='20191018', strike=170.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  191018P00170000', tradingClass='AAPL'), position=-1.0, marketPrice=1.47796095, marketValue=-147.8, averageCost=89.4132, unrealizedPNL=-58.38, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,541 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818580, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=350.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018C00350000', tradingClass='ADBE'), position=-1.0, marketPrice=0.2398142, marketValue=-23.98, averageCost=28.8545, unrealizedPNL=4.87, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,542 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818590, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=355.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018C00355000', tradingClass='ADBE'), position=-1.0, marketPrice=0.15479525, marketValue=-15.48, averageCost=18.8547, unrealizedPNL=3.38, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,542 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818594, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=360.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018C00360000', tradingClass='ADBE'), position=-1.0, marketPrice=0.1046235, marketValue=-10.46, averageCost=10.8549, unrealizedPNL=0.39, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,542 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818642, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=215.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018P00215000', tradingClass='ADBE'), position=-1.0, marketPrice=1.01754345, marketValue=-101.75, averageCost=64.2038, unrealizedPNL=-37.55, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,543 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818647, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=220.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018P00220000', tradingClass='ADBE'), position=-1.0, marketPrice=1.2555952, marketValue=-125.56, averageCost=76.2035, unrealizedPNL=-49.36, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,544 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353818648, symbol='ADBE', lastTradeDateOrContractMonth='20191018', strike=225.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  191018P00225000', tradingClass='ADBE'), position=-1.0, marketPrice=1.5616231, marketValue=-156.16, averageCost=92.2032, unrealizedPNL=-63.96, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,545 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353821439, symbol='AMGN', lastTradeDateOrContractMonth='20191018', strike=240.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AMGN  191018C00240000', tradingClass='AMGN'), position=-1.0, marketPrice=0.4402308, marketValue=-44.02, averageCost=9.2049, unrealizedPNL=-34.82, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,545 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353821444, symbol='AMGN', lastTradeDateOrContractMonth='20191018', strike=250.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AMGN  191018C00250000', tradingClass='AMGN'), position=-1.0, marketPrice=0.18958605, marketValue=-18.96, averageCost=9.2049, unrealizedPNL=-9.75, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,546 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353821549, symbol='AMGN', lastTradeDateOrContractMonth='20191018', strike=170.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AMGN  191018P00170000', tradingClass='AMGN'), position=-1.0, marketPrice=0.5126807, marketValue=-51.27, averageCost=75.2035, unrealizedPNL=23.94, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,546 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353844856, symbol='AXP', lastTradeDateOrContractMonth='20191018', strike=100.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AXP   191018P00100000', tradingClass='AXP'), position=-1.0, marketPrice=0.62127985, marketValue=-62.13, averageCost=46.2041, unrealizedPNL=-15.92, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,547 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353845056, symbol='AXP', lastTradeDateOrContractMonth='20191018', strike=97.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AXP   191018P00097500', tradingClass='AXP'), position=-1.0, marketPrice=0.4864353, marketValue=-48.64, averageCost=38.2043, unrealizedPNL=-10.44, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,547 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353854770, symbol='BLK', lastTradeDateOrContractMonth='20191018', strike=520.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BLK   191018C00520000', tradingClass='BLK'), position=-1.0, marketPrice=0.37763115, marketValue=-37.76, averageCost=9.7549, unrealizedPNL=-28.01, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,547 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353854804, symbol='BLK', lastTradeDateOrContractMonth='20191018', strike=310.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BLK   191018P00310000', tradingClass='BLK'), position=-1.0, marketPrice=1.1604049, marketValue=-116.04, averageCost=119.7526, unrealizedPNL=3.71, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,548 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=353895302, symbol='CMCSA', lastTradeDateOrContractMonth='20191018', strike=37.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='CMCSA 191018P00037500', tradingClass='CMCSA'), position=-1.0, marketPrice=0.28396455, marketValue=-28.4, averageCost=31.2044, unrealizedPNL=2.81, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,548 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354064589, symbol='MSFT', lastTradeDateOrContractMonth='20191018', strike=120.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MSFT  191018P00120000', tradingClass='MSFT'), position=-1.0, marketPrice=1.42820285, marketValue=-142.82, averageCost=81.3834, unrealizedPNL=-61.44, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,548 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354094079, symbol='MRK', lastTradeDateOrContractMonth='20191018', strike=72.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MRK   191018P00072500', tradingClass='MRK'), position=-1.0, marketPrice=0.35102565, marketValue=-35.1, averageCost=35.2044, unrealizedPNL=0.1, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,549 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354112063, symbol='PG', lastTradeDateOrContractMonth='20191018', strike=135.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PG    191018C00135000', tradingClass='PG'), position=-1.0, marketPrice=0.11378485, marketValue=-11.38, averageCost=9.2049, unrealizedPNL=-2.17, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,549 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354120753, symbol='QCOM', lastTradeDateOrContractMonth='20191018', strike=55.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='QCOM  191018P00055000', tradingClass='QCOM'), position=-1.0, marketPrice=0.2319739, marketValue=-23.2, averageCost=22.2046, unrealizedPNL=-0.99, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,549 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354125647, symbol='PYPL', lastTradeDateOrContractMonth='20191018', strike=130.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PYPL  191018C00130000', tradingClass='PYPL'), position=-1.0, marketPrice=0.15888755, marketValue=-15.89, averageCost=9.2049, unrealizedPNL=-6.68, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,549 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354125939, symbol='PYPL', lastTradeDateOrContractMonth='20191018', strike=90.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PYPL  191018P00090000', tradingClass='PYPL'), position=-1.0, marketPrice=0.7818699, marketValue=-78.19, averageCost=57.2039, unrealizedPNL=-20.98, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,550 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354142409, symbol='PEP', lastTradeDateOrContractMonth='20191018', strike=150.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PEP   191018C00150000', tradingClass='PEP'), position=-1.0, marketPrice=0.1954861, marketValue=-19.55, averageCost=9.2049, unrealizedPNL=-10.34, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,550 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=354214415, symbol='TXN', lastTradeDateOrContractMonth='20191018', strike=145.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='TXN   191018C00145000', tradingClass='TXN'), position=-1.0, marketPrice=0.1283431, marketValue=-12.83, averageCost=9.2049, unrealizedPNL=-3.63, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,550 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356984551, symbol='ABT', lastTradeDateOrContractMonth='20190920', strike=75.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ABT   190920P00075000', tradingClass='ABT'), position=-1.0, marketPrice=0.2931768, marketValue=-29.32, averageCost=30.2045, unrealizedPNL=0.89, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,550 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356985531, symbol='ADBE', lastTradeDateOrContractMonth='20190920', strike=235.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  190920P00235000', tradingClass='ADBE'), position=-1.0, marketPrice=0.962556, marketValue=-96.26, averageCost=57.323, unrealizedPNL=-38.93, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,551 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356985534, symbol='ADBE', lastTradeDateOrContractMonth='20190920', strike=240.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ADBE  190920P00240000', tradingClass='ADBE'), position=-1.0, marketPrice=1.26472665, marketValue=-126.47, averageCost=65.3228, unrealizedPNL=-61.15, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,551 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356994000, symbol='BA', lastTradeDateOrContractMonth='20190920', strike=265.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190920P00265000', tradingClass='BA'), position=-1.0, marketPrice=0.1188104, marketValue=-11.88, averageCost=9.2049, unrealizedPNL=-2.68, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,551 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356994019, symbol='BA', lastTradeDateOrContractMonth='20190920', strike=270.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190920P00270000', tradingClass='BA'), position=-1.0, marketPrice=0.15548775, marketValue=-15.55, averageCost=9.2049, unrealizedPNL=-6.34, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,552 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=356994034, symbol='BA', lastTradeDateOrContractMonth='20190920', strike=275.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190920P00275000', tradingClass='BA'), position=-1.0, marketPrice=0.1919396, marketValue=-19.19, averageCost=9.2049, unrealizedPNL=-9.99, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,552 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357001605, symbol='CSCO', lastTradeDateOrContractMonth='20190920', strike=45.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='CSCO  190920P00045000', tradingClass='CSCO'), position=-1.0, marketPrice=0.66000005, marketValue=-66.0, averageCost=25.3246, unrealizedPNL=-40.68, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,552 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357006291, symbol='MMM', lastTradeDateOrContractMonth='20190920', strike=125.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MMM   190920P00125000', tradingClass='MMM'), position=-1.0, marketPrice=0.13935235, marketValue=-13.94, averageCost=9.324, unrealizedPNL=-4.61, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,553 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357006300, symbol='MMM', lastTradeDateOrContractMonth='20190920', strike=130.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MMM   190920P00130000', tradingClass='MMM'), position=-1.0, marketPrice=0.2312251, marketValue=-23.12, averageCost=9.324, unrealizedPNL=-13.8, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,553 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=357007924, symbol='MSFT', lastTradeDateOrContractMonth='20190920', strike=120.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MSFT  190920P00120000', tradingClass='MSFT'), position=-1.0, marketPrice=0.6, marketValue=-60.0, averageCost=35.2044, unrealizedPNL=-24.8, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,553 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=362967214, symbol='MSFT', lastTradeDateOrContractMonth='20190920', strike=155.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MSFT  190920C00155000', tradingClass='MSFT'), position=-1.0, marketPrice=0.0362845, marketValue=-3.63, averageCost=10.9049, unrealizedPNL=7.28, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,554 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397554, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=182.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00182500', tradingClass='AAPL'), position=-1.0, marketPrice=0.03373585, marketValue=-3.37, averageCost=17.2047, unrealizedPNL=13.83, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,554 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397560, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=185.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00185000', tradingClass='AAPL'), position=-1.0, marketPrice=0.0613202, marketValue=-6.13, averageCost=19.2047, unrealizedPNL=13.07, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,554 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397575, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=187.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00187500', tradingClass='AAPL'), position=-1.0, marketPrice=0.08729365, marketValue=-8.73, averageCost=19.9147, unrealizedPNL=11.19, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,555 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397581, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=190.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00190000', tradingClass='AAPL'), position=-1.0, marketPrice=0.1377354, marketValue=-13.77, averageCost=25.4745, unrealizedPNL=11.7, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,555 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397587, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=192.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00192500', tradingClass='AAPL'), position=-1.0, marketPrice=0.2134499, marketValue=-21.34, averageCost=32.9144, unrealizedPNL=11.57, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,555 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374397600, symbol='AAPL', lastTradeDateOrContractMonth='20190830', strike=195.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='AAPL  190830P00195000', tradingClass='AAPL'), position=-1.0, marketPrice=0.33, marketValue=-33.0, averageCost=43.9142, unrealizedPNL=10.91, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,555 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374398024, symbol='ACN', lastTradeDateOrContractMonth='20190830', strike=167.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ACN   190830P00167500', tradingClass='ACN'), position=-1.0, marketPrice=0.0009681, marketValue=-0.1, averageCost=9.7549, unrealizedPNL=9.66, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,555 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374398038, symbol='ACN', lastTradeDateOrContractMonth='20190830', strike=170.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ACN   190830P00170000', tradingClass='ACN'), position=-1.0, marketPrice=0.0028522, marketValue=-0.29, averageCost=9.7549, unrealizedPNL=9.47, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,556 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374398053, symbol='ACN', lastTradeDateOrContractMonth='20190830', strike=172.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='ACN   190830P00172500', tradingClass='ACN'), position=-1.0, marketPrice=0.00827805, marketValue=-0.83, averageCost=9.7549, unrealizedPNL=8.93, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,556 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374413034, symbol='BA', lastTradeDateOrContractMonth='20190830', strike=395.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190830C00395000', tradingClass='BA'), position=-1.0, marketPrice=0.02279575, marketValue=-2.28, averageCost=9.2049, unrealizedPNL=6.93, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,556 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374413044, symbol='BA', lastTradeDateOrContractMonth='20190830', strike=400.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='BA    190830C00400000', tradingClass='BA'), position=-1.0, marketPrice=0.018196, marketValue=-1.82, averageCost=9.2049, unrealizedPNL=7.39, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,556 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374418023, symbol='CMCSA', lastTradeDateOrContractMonth='20190830', strike=40.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='CMCSA 190830P00040500', tradingClass='CMCSA'), position=-1.0, marketPrice=0.0105644, marketValue=-1.06, averageCost=13.2048, unrealizedPNL=12.15, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,557 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374425996, symbol='COST', lastTradeDateOrContractMonth='20190830', strike=290.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='COST  190830C00290000', tradingClass='COST'), position=-1.0, marketPrice=10.09337235, marketValue=-1009.34, averageCost=9.2049, unrealizedPNL=-1000.13, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,557 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374426008, symbol='COST', lastTradeDateOrContractMonth='20190830', strike=292.5, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='COST  190830C00292500', tradingClass='COST'), position=-1.0, marketPrice=8.1255064, marketValue=-812.55, averageCost=9.2049, unrealizedPNL=-803.35, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,557 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374454367, symbol='HON', lastTradeDateOrContractMonth='20190830', strike=150.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='HON   190830P00150000', tradingClass='HON'), position=-1.0, marketPrice=0.11111895, marketValue=-11.11, averageCost=22.2046, unrealizedPNL=11.09, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,557 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374458895, symbol='JNJ', lastTradeDateOrContractMonth='20190830', strike=142.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='JNJ   190830C00142000', tradingClass='JNJ'), position=-1.0, marketPrice=0.00379415, marketValue=-0.38, averageCost=9.2049, unrealizedPNL=8.83, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,558 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374466464, symbol='MA', lastTradeDateOrContractMonth='20190830', strike=300.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MA    190830C00300000', tradingClass='MA'), position=-1.0, marketPrice=0.0028319, marketValue=-0.28, averageCost=14.0448, unrealizedPNL=13.76, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,558 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374466505, symbol='MA', lastTradeDateOrContractMonth='20190830', strike=250.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MA    190830P00250000', tradingClass='MA'), position=-1.0, marketPrice=0.10138175, marketValue=-10.14, averageCost=24.9046, unrealizedPNL=14.77, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,558 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374466508, symbol='MA', lastTradeDateOrContractMonth='20190830', strike=252.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MA    190830P00252500', tradingClass='MA'), position=-1.0, marketPrice=0.1453073, marketValue=-14.53, averageCost=30.9044, unrealizedPNL=16.37, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,558 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374466519, symbol='MA', lastTradeDateOrContractMonth='20190830', strike=255.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MA    190830P00255000', tradingClass='MA'), position=-1.0, marketPrice=0.18402385, marketValue=-18.4, averageCost=38.9043, unrealizedPNL=20.5, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,559 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374471714, symbol='MSFT', lastTradeDateOrContractMonth='20190830', strike=125.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='MSFT  190830P00125000', tradingClass='MSFT'), position=-1.0, marketPrice=0.0755727, marketValue=-7.56, averageCost=16.2047, unrealizedPNL=8.65, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,560 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374481953, symbol='PEP', lastTradeDateOrContractMonth='20190830', strike=137.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PEP   190830C00137000', tradingClass='PEP'), position=-1.0, marketPrice=0.1951567, marketValue=-19.52, averageCost=9.2049, unrealizedPNL=-10.31, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,560 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374481968, symbol='PEP', lastTradeDateOrContractMonth='20190830', strike=138.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PEP   190830C00138000', tradingClass='PEP'), position=-1.0, marketPrice=0.0893458, marketValue=-8.93, averageCost=9.2049, unrealizedPNL=0.27, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,561 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374490220, symbol='PG', lastTradeDateOrContractMonth='20190830', strike=112.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='PG    190830P00112000', tradingClass='PG'), position=-1.0, marketPrice=0.02676195, marketValue=-2.68, averageCost=18.2047, unrealizedPNL=15.53, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,561 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374500886, symbol='SBUX', lastTradeDateOrContractMonth='20190830', strike=86.5, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='SBUX  190830P00086500', tradingClass='SBUX'), position=-1.0, marketPrice=0.00740845, marketValue=-0.74, averageCost=16.4738, unrealizedPNL=15.73, realizedPNL=0.0, account='U8898867')
2019-08-28 10:02:54,561 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=374500896, symbol='SBUX', lastTradeDateOrContractMonth='20190830', strike=87.0, right='P', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='SBUX  190830P00087000', tradingClass='SBUX'), position=-1.0, marketPrice=0.00808155, marketValue=-0.81, averageCost=17.9138, unrealizedPNL=17.11, realizedPNL=0.0, account='U8898867')
